Seq,Chapter,Source PDF Page,Table Number,Detected Title,Row #,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,15,,Grass-white clover swards must contain an annual average sward clover content of at least 20% to,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,16,,be considered productive. This level of white clover is necessary to ensure N fixation to replace,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,17,,chemical N fertiliser.Swards should bereseeded orover sownwith white clover seed when,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,18,,average sward clover content drops below 20%.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,19,,2.Livestock unit (LU) per ha refers to a mature dairy cow.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,20,,3. Total annual organic nitrogen (kg) excreted by grazing livestock averaged over the net grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,21,,area (grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,22,,"4. Rates shown above refer to grazed swards only, and are not suitable as a guideline value of the",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,23,,N requirement for the entire grassland area. The N requirement for the entire grassland area will,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,24,,"depend on the proportions of the area that are grazed, or cut as silage or hay.",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,25,,5. Chemical or organic fertilizers cannot be applied during periods when application is prohibited by,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,26,,NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,27,,"6. At stocking rates above 210 kg/ha organic N, fertiliser N advice is constrained by the NAP",,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,28,,regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,29,,7. Total N use on the farm must comply with NAP regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,30,,†Applicationof chemical N fertilisermay beunnecessary in paddocks that received slurry in mid-,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,31,,January/early February,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,32,,*Application might not be necessary in paddocks with above average clover contents and warmer,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12 Grassland Nitrogen,74,,Table12-6:Suggestedtiming of available N applications forproductivegrass-cloverswards used forgrazingat various stocking rates,33,,weather conditions favourable for clover growth and biological N fixation.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,1,Table12-7: Available Nrates for cut swards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,2,,Crop,N application rate (kg/ha)1,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,3,,Silage:firstcut,"1252,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,4,,Silage:second or subsequent cut5,"1002,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,5,,Hay6,65-80,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,6,,1. Rates shown above refer to application of available N. Chemical fertilizer rates should,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,7,,be calculated by deducting the available N contained in organic fertilizer applications,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,8,,from the rates shown in the table above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,9,,"2. If N is applied for early grazing, assume that 20% of this remains available for first cut",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,10,,silage.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,11,,3. An extra 25 kg/ha may be used where necessary for establishment of a good ryegrass,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,12,,"sward if pasture is less than 4 years old, provided that the maximum N allowance",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,13,,prescribed inthe NAP regulationsis complied with.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,14,,"4. Where silage fields were grazed rather than cut in the previous year, apply 100 kg/ha for",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,15,,"first cut, and 85 kg/ha for second and subsequent cuts.",,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,16,,5. Where multiple cuts are taken the total N use on the farm must comply with NAP,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,17,,regulations.,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12 Grassland Nitrogen,76,,Table12-7: Available Nrates for cut swards.,18,,6. Less N is advised when there is a high risk of crop loss due to high rainfall.,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),1,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),2,,Tillage soil N Index2,Grass only3,Grass / legume3,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),3,,1,75,60,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),4,,2,65,50,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),5,,3,55,40,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),6,,4,55,40,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),7,,"1. For undersown crops, reduce the N rates for the cereal by 50 kg/ha to",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),8,,promote good pasture establishment. Immediately after harvesting the,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),9,,cereal apply 40 kg/ha of N.,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),10,,2. SeeTables6-2 and6-3for NIndexsystem.,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),11,,"3. Establish the crop before the end of August, especially for grass/clover. Apply half the N",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),12,,at sowing and the remainder shortly after grass emergence if there are signs of N,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),13,,"deficiency in the sward. For all applications of chemical fertilizers or livestock manure,",,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),14,,the periods during which application is prohibited under the NAP regulations must be,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,13 Grassland Phosphorus,77,,Table12-8:Nitrogen for pasture establishment without a cover crop1(kg/ha),15,,observed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,1,Table13-1:P Index for grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,2,Soil P Index,,Soil P range (Morgan’s mg/l),,Comments,,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,3,,,,,Index description,Response to fertilizer,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,4,,1,,0.0-3.0,Very Low,Definite,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,5,,2,,3.1-5.0,Low,Likely,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,6,,3,,5.1-8.0,Medium /Adequate,Unlikely / Tenuous,,,,,,,,,,,,,,,,,,,,,,,
42,13 Grassland Phosphorus,81,,Table13-1:P Index for grassland,7,,4,,> 8.0,Sufficient /High,None,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,1,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,2,,Soil P Index,"Mineral soils1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,3,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,4,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,5,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,6,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,7,,1. Mineral soils are defined as soils with less than or equal to 20% organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,8,,2. Peat soils (i.e. soils with more than 20% organic matter) receive only maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,13 Grassland Phosphorus,82,,Table13-2: Available P rates (kg/ha) for build-up on mineral soils,9,,rates of P,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,1,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,2,,Soil P Index,First cut1,Second or subsequent cut,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,3,,1-3,20,10,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,4,,4,Do not apply chemical P,Do not apply chemical P,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,5,,"1. P for soil P build-up, as determined by soil Index, should be added to the rates",,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,6,,shown above.,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,13 Grassland Phosphorus,84,,Table13-4: Silage and hay: Soil P maintenance requirement to replace offtakes (kg/ha)15t/ha,7,,2. Add or subtract 4 kg/t of DM above or below a yield of 5 t/ha,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",1,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",2,,Grassland stocking rate,PhosphorusIndex,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",3,,(kg/ha) of Org N1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",4,,,"Available Phosphorus (kg/ha)2,3,6",,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",5,,< 85,27,17,7,0,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",6,,86-130,30,20,10,0,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",7,,131-170,33,23,13,0,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",8,,"Grassland stocking rate > 170 kg/ha4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",9,,171-210,36,26,16,0,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",10,,211-250,39,29,19,0,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",11,,≥250,39,29,19,0,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",12,,1. Total annual nitrogen (kg) excreted by grazing livestock averaged over the net grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",13,,area (grazing and silage area). Stocking rate refers to grassland area only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",14,,2. The fertilization rates for soils which have more than 20% organic matter (peat soils) shall,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",15,,not exceed the amounts permitted forIndex3 soils.,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",16,,3. Manure produced by grazing livestock on a holding may be applied to Index 4 soils on that,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",17,,holding in a situation where there is a surplus of such manure remaining after the,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",18,,"phosphorus fertilization needs of all crops on soils at P Indices 1, 2 or 3 on the holding",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",19,,have been met by the use only of such manure produced on the holding.,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",20,,4. The maximum phosphorus fertilization of grassland shall not exceed that specified for,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",21,,stocking rates less than or equal to 170 kg/ha/year unless a minimum of 5% of the net area,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",22,,of the holding is used to grow crops other than grass or a derogation applies in respect of,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",23,,the holding.,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",24,,5. This table does not imply any departure from Article 20(1) which prohibits the application to,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",25,,land on a holding of livestock manure in amounts which exceed 170kg Nitrogen per,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",26,,"hectare per year, including that deposited by the animals themselves (or 250kg in the case",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",27,,of a holding to which a derogation has been granted in accordance with the Nitrates,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",28,,Directive).,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",29,,6. An additional 15 kg of phosphorus per hectare may be applied on soils at phosphorus,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",30,,"indices 1, 2, or 3 foreach hectare of pasture establishment undertaken.",,,,,,,,,,,,,,,,,,,,,,,,,,,
47,14 Grass K & Horses,86,,"Table13-6: Annual maximum fertilization rates of available P for grassland (grazing plus silage) on holdings on which grazing livestock are kept, as specified in the NAP regulations",31,,"Source: (NAP,S.I.605of 2017,)",,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",1,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",2,,,PhosphorusIndex,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",3,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",4,,,"Available Phosphorus (kg/ha)1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",5,,First cut,40,30,20,0,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",6,,Subsequent cuts,10,10,10,0,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",7,,1. The fertilization rates for soils which have more than 20% organic matter (peat soils) shall,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",8,,not exceed the amounts permitted forIndex3 soils.,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",9,,2. The fertilization rates in this table apply to those areas of farms where hay or silage is,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",10,,produced for sale off the holding on farms stocked at < 1 LU/ha (equivalent to < 85 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",11,,organic N grassland stocking rate).,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14 Grass K & Horses,87,,"Table13-7: Annual maximum fertilization rates of available P for grassland (cut only, no grazing livestock on holding) as specified in the NAP regulations",12,,"Source: (NAP,S.I.605of 2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,1,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,2,Soil K Index,First cut,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,3,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,4,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
